DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
1970-0065-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Madras city (Tamil Nadu),,,No,No,No,,,Kph,,,,1970,11,19,1970,11,19,,,,2000,2000,,,,,,,12.37691039,,,2003-07-01,2023-09-25
1970-0105-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Gujarat, Orissa states",,,No,No,No,,,Km2,,,,1970,9,2,1970,9,2,400,,,,,,,,,,,12.37691039,,,2003-07-01,2023-09-25
1970-0112-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,Broach,,,No,No,No,,5.4,Moment Magnitude,21.7,73,,1970,3,23,1970,3,23,26,200,,,200,,,,,,,12.37691039,,,2004-04-05,2023-09-25
1971-0037-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,North,,,No,No,No,,,Km2,,,,1971,6,,1971,6,,1023,,,,,,,,,530000,4105909,12.90822653,,,2003-07-01,2023-09-25
1971-0052-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Km2,,,,1971,9,9,1971,9,9,300,,35000,,35000,,,,,,,12.90822653,,,2003-07-01,2023-09-25
1971-0058-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"East coast, Orissa state",,,Yes,No,No,,,Kph,,,,1971,10,27,1971,10,27,9658,,4900000,2000000,6900000,,,,,30000,232410,12.90822653,,,2003-07-01,2023-09-25
1971-0112-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Bihar, West Bengal",,,No,No,No,,,Kph,,,,1971,9,27,1971,9,27,60,,,,,,,,,,,12.90822653,,,2003-07-01,2023-09-25
1971-0116-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",,,No,No,No,,2600,Km2,,,,1971,6,,1971,6,,,,130000,,130000,,,,,,,12.90822653,,,2003-07-01,2023-09-25
1972-0051-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Orissa",,,No,No,No,,,Kph,,,,1972,9,10,1972,9,10,100,,4500000,,4500000,,,,,,,13.33061828,,,2003-07-01,2023-09-25
1972-0058-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,"Srinagar, Kashmir",,,No,No,No,,,Kph,,,,1972,10,21,1972,10,21,50,,75,,75,,,,,,,13.33061828,,,2003-07-01,2023-09-25
1972-0063-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Madras City,,,No,No,No,,,Kph,,,,1972,12,1,1972,12,1,80,,30000,,30000,,,,,,,13.33061828,,,2003-07-01,2023-09-25
1972-9116-IND,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,Central,,,Yes,No,No,,,Km2,,,,1972,,,1973,,,,,200000000,,200000000,,,,,100000,750153,13.33061828,,,2006-11-24,2025-03-06
1973-0009-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar",,,No,No,No,,,°C,,,,1973,1,5,1973,1,5,115,,,,,,,,,,,14.15414734,,,2003-07-01,2023-09-25
1973-0054-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Bihar, Delhi",,,No,No,No,,,°C,,,,1973,12,23,1973,12,23,146,,,,,,,,,,,14.15414734,,,2003-07-01,2023-09-25
1974-0045-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"West Bengal, Madya Pradesh, Gujarat states",,,No,No,No,,,Kph,,,,1974,8,15,1974,8,15,20,100,,,100,,,,,,,15.71886237,,,2003-07-01,2023-09-25
1974-0122-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Midnapore,,,No,No,No,,20,Kph,,,,1974,5,29,1974,5,29,,,25000,,25000,,,,,,,15.71886237,,,2003-07-01,2023-09-25
1974-0129-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",,,No,No,No,,,Km2,,,,1974,7,2,1974,7,2,260,,,,,,,,,,,15.71886237,,,2003-07-01,2023-09-25
1975-0014-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,"Kinnaur district, Kashmir; Himachal Pradesh",,,No,No,No,,6.8,Moment Magnitude,32.455,78.43,,1975,1,19,1975,1,19,47,,,,,,,,,,,17.15606576,,,2004-01-27,2023-09-25
1975-0037-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Northwest, Bihar",,,Yes,No,No,,,Km2,,,,1975,7,,1975,7,,350,,27000000,7000000,34000000,,,,,714259,4163303,17.15606576,,,2003-07-01,2023-09-25
1975-0045-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Eastern,,,No,No,No,,,Kph,,,,1975,8,,1975,8,,450,,,,,,,,,200000,1165768,17.15606576,,,2003-07-01,2023-09-25
1975-0052-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Bulandshar (Uttar Pradesh),,,No,No,No,,,Kph,,,,1975,9,,1975,9,,30,,,,,,,,,,,17.15606576,,,2003-07-01,2023-09-25
1975-0056-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Gujarat,,,No,No,No,,,Kph,,,,1975,10,22,1975,10,22,21,,,,,,,,,,,17.15606576,,,2003-07-01,2023-09-25
1975-0058-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Madras city,,,No,No,No,,,Kph,,,,1975,11,24,1975,11,24,,,,2000,2000,,,,,,,17.15606576,,,2003-07-01,2023-09-25
1976-0063-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Midnapore, Parganas districts (West Bengal), Balasore district (Orissa)",,,No,No,No,,,Kph,,,,1976,9,8,1976,9,8,40,,,,,,,,,,,18.14164401,,,2003-07-01,2023-09-25
1976-0074-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Madras/Nellore (Andhra Pradesh),,,No,No,No,,,Kph,,,,1976,11,22,1976,11,22,95,,300000,,300000,,,,,260000,1433167,18.14164401,,,2008-04-02,2023-09-25
1976-0143-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Gujarat, Maharastra",,,No,No,No,,,Kph,,,,1976,5,29,1976,5,29,87,,250000,,250000,,,,,3378,18620,18.14164401,,,2003-07-01,2023-09-25
1976-0144-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Krishna District, near Masulipatnam (Andhra Pradesh)",,,No,No,No,,,Kph,,,,1976,11,3,1976,11,3,18,,,,,,,,,,,18.14164401,,,2003-07-01,2023-09-25
1976-0146-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Between Nellore and Kavali (Andhra Pradesh),,,No,No,No,,,Kph,,,,1976,11,15,1976,11,15,30,,50000,,50000,,,,,3378,18620,18.14164401,,,2003-07-01,2023-09-25
1977-0012-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,,,,No,No,No,,,,,,,1977,1,1,1977,1,1,,,9091,,9091,,,,,,,19.32115691,,,2003-07-01,2023-09-25
1977-0094-IND,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Ganges region,,,No,No,No,,,Km2,,,,1977,8,,1977,8,,500,,1000000,,1000000,,,,,,,19.32115691,,,2003-07-01,2023-09-25
1977-0121-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Tamil Nadu,,,No,No,No,,,Km2,,,,1977,10,,1977,10,,60,,45000,,45000,,,,,,,19.32115691,,,2003-07-01,2023-09-25
1977-0133-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Kerala",,,Yes,No,No,,,Kph,,,,1977,11,12,1977,11,12,14204,,9037400,5432400,14469800,,,,,498535,2580254,19.32115691,,,2003-07-01,2023-09-25
1977-0201-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"North of Nellore district, South of Prakasam district (Andhra Pradesh)",,,No,No,No,,,Kph,,,,1977,10,27,1977,10,27,2,,10000,,10000,,,,,,,19.32115691,,,2003-07-01,2023-09-25
1978-0012-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Encephalitis,IND,India,Southern Asia,Asia,Tamil Nadu,,,No,No,No,,,Vaccinated,,,,1978,1,1,1978,1,1,45,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0044-IND,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,New Delhi,,,No,No,No,,,Kph,,,,1978,3,17,1978,3,17,26,700,,,700,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0055-IND,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Kph,,,,1978,4,16,1978,4,16,500,400,1000,,1400,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0056-IND,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Kph,,,,1978,4,16,1978,4,16,100,,100,,100,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0063-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,,,,No,No,No,,,°C,,,,1978,5,,1978,5,,150,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0074-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,1978,6,,1978,6,,48,,1000,,1000,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0087-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"North, Northeast",,,Yes,No,No,,,Km2,,,,1978,7,,1978,7,,3800,,32000000,,32000000,,,,,165000,793439,20.79554994,,,2003-07-01,2023-09-25
1978-0111-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Km2,,,,1978,9,,1978,9,,810,,,,,,,,,1000,4809,20.79554994,,,2003-07-01,2023-09-25
1978-0122-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,,,,,1978,10,,1978,10,,113,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0123-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Encephalitis,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,1978,10,,1978,10,,2000,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0130-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Northeastern,,,No,No,No,,,,,,,1978,11,5,1978,11,5,64,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0134-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,,,,No,No,No,,,Kph,,,,1978,11,25,1978,11,25,15,,1000,,1000,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1978-0224-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Tamil Nadu, Kerala",,,No,No,No,,,Kph,,,,1978,11,3,1978,11,3,170,,,,,,,,,,,20.79554994,,,2003-07-01,2023-09-25
1979-0030-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Lahaul, Pangi",,,No,No,No,,,,,,,1979,3,,1979,3,,230,,5000,,5000,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0045-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,Bihar,,,No,No,No,,,°C,,,,1979,5,,1979,5,,300,,,,,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0051-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh,,,Yes,No,No,,,Kph,,,,1979,5,12,1979,5,12,594,,1605772,,1605772,,,,,12800,55325,23.13598094,,,2003-07-01,2023-09-25
1979-0060-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"North West, North, North East",,,No,No,No,,,Km2,,,,1979,7,,1979,7,,100,,1000000,10000,1010000,,,,,100000,432227,23.13598094,,,2003-07-01,2023-09-25
1979-0061-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,Rajasthan,,,No,No,No,,,°C,,,,1979,7,,1979,7,,100,,,,,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0079-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,,,,,1979,8,19,1979,8,19,42,12,100,,112,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0093-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Assam,,,No,No,No,,,Km2,,,,1979,10,,1979,10,,13,,1000000,,1000000,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0100-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Tamil Nadu,,,No,No,No,,,Km2,,,,1979,11,,1979,11,,140,,,,,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0225-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal",,,No,No,No,,,Km2,,,,1979,8,25,1979,8,25,,,26000000,,26000000,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-0266-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Bihar,,,No,No,No,,,,,,,1979,8,13,1979,8,13,215,,,,,,,,,,,23.13598094,,,2003-07-01,2023-09-25
1979-9005-IND,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,,,,No,No,No,,,Km2,,,,1979,,,1979,,,,,10000000,,10000000,,,,,200000,864454,23.13598094,,,2006-02-13,2025-03-12
1980-0012-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Bihar,,,No,No,No,,,°C,,,,1980,1,,1980,1,,79,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0044-IND,Yes,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Kph,,,,1980,5,9,1980,5,9,125,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0055-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,,,,,1980,6,25,1980,6,25,150,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0057-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Assam,,,No,No,No,,,Km2,,,,1980,7,,1980,7,,,,50000,,50000,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0061-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Madhya Pradesh,,,No,No,No,,,,,,,1980,7,,1980,7,,390,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0062-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Gujarat,,,No,No,No,,,Km2,,,,1980,7,,1980,7,,11,,1000,,1000,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0074-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",,,No,No,No,,,Km2,,,,1980,8,,1980,8,,1600,23,30000000,,30000023,,,,,320000,1218086,26.27072272,,,2003-07-01,2023-09-25
1980-0084-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,Jammu (Kashmir),,,No,No,No,,5.5,Moment Magnitude,32.913,75.633,,1980,8,24,1980,8,24,13,40,,,40,,,,,,,26.27072272,,,2004-01-20,2023-09-25
1980-0085-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Km2,,,,1980,9,,1980,9,,200,,2000000,,2000000,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0086-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Encephalitis,IND,India,Southern Asia,Asia,Northern,,,No,No,No,,,Vaccinated,,,,1980,9,,1980,9,,400,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0227-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Srikakulam, Visakhapatnam, East & West Godavari districts (Andhra Pradesh)",,,No,No,No,,,Kph,,,,1980,10,16,1980,10,16,28,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0316-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,,,,,1980,8,21,1980,8,21,250,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0324-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,,,,No,No,No,,,Km2,,,,1980,7,,1980,7,,600,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1980-0357-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh states",,,No,No,No,,40,°C,,,,1980,4,29,1980,4,29,50,,,,,,,,,,,26.27072272,,,2003-07-01,2023-09-25
1981-0003-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Northern,,,No,No,No,,,°C,,,,1981,1,,1981,1,,300,,,,,,,,,,,28.98572483,,,2003-07-01,2023-09-25
1981-0046-IND,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Kph,,,,1981,4,17,1981,4,17,120,,10000,,10000,,,,,,,28.98572483,,,2003-07-01,2023-09-25
1981-0063-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,,,,No,No,No,,,Km2,,,,1981,7,4,1981,7,4,553,,16000000,,16000000,,,,,250000,862494,28.98572483,,,2003-07-01,2023-09-25
1981-0094-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Gujarat,,,No,No,No,,,Kph,,,,1981,11,1,1981,11,1,470,,,,,,,,,,,28.98572483,,,2003-07-01,2023-09-25
1981-0107-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Orissa, West Bengal",,,Yes,No,No,,,Kph,,,,1981,12,10,1981,12,10,200,,20000,,20000,,,,,,,28.98572483,,,2003-07-01,2023-09-25
1981-0206-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Puri, Ganjam, Koraput, Kalhandi, Phulbani, Sundergarh districts (Orissa state)",,,No,No,No,,,Kph,,,,1981,8,7,1981,8,7,15,,101700,,101700,,,,,,,28.98572483,,,2003-07-01,2023-09-25
1982-0087-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Northeast,,,Yes,No,No,,,Km2,,,,1982,8,,1982,8,,932,,33500000,,33500000,,,,,700000,2275464,30.76296178,,,2003-07-01,2023-09-25
1982-0109-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Encephalitis,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Vaccinated,,,,1982,10,,1982,10,,118,,,,,,,,,,,30.76296178,,,2003-07-01,2023-09-25
1982-0120-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Gujarat, Maharashtra",,,Yes,No,No,,,Kph,,,,1982,11,9,1982,11,9,500,,5000000,,5000000,,,,,625420,2033029,30.76296178,,,2003-07-01,2023-09-25
1982-0129-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Northern,,,No,No,No,,,°C,,,,1982,12,,1982,12,,400,,,,,,,,,,,30.76296178,,,2003-07-01,2023-09-25
1982-0313-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Orissa state,,,No,No,No,,220,Kph,,,,1982,6,3,1982,6,3,244,493,300000,,300493,,,,,120000,390079,30.76296178,,,2008-04-03,2023-09-25
1982-0314-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,North-East region,,,No,No,No,,,Km2,,,,1982,6,,1982,6,,,,,,,,,,,,,30.76296178,,,2003-07-01,2023-09-25
1982-9350-IND,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,"districts of Bhiwani, Gurgaon, Hisar, Mahendargarh, and Rohtak, Kerala, Tami Nadu, Rajasthan",,,No,No,No,,,Km2,,,,1982,6,,1983,,,,,100000000,,100000000,,,,,,,30.76296178,,,2006-02-13,2025-03-12
1983-0061-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Kph,,,,1983,4,,1983,4,,76,1500,6000,,7500,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0068-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Kph,,,,1983,4,13,1983,4,13,24,300,35000,,35300,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0076-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Punjab",,,No,No,No,,,Kph,,,,1983,5,,1983,5,,31,,,,,,,,,25000,78737,31.75119967,,,2003-07-01,2023-09-25
1983-0087-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Saurashtra coast (N-W. Gujarat),,,Yes,No,No,,,Kph,,,,1983,6,19,1983,6,19,551,,800000,,800000,,,,,56000,176371,31.75119967,,,2003-07-01,2023-09-25
1983-0089-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Upper Assama, Central Sikkim",,,No,No,No,,,Km2,,,,1983,7,,1983,7,,197,,250000,,250000,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0102-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Central - Western,,,No,No,No,,,Km2,,,,1983,8,,1983,8,,130,,,,,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0117-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Sikkim,,,No,No,No,,,,,,,1983,9,,1983,9,,67,,,,,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0129-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Orissa",,,Yes,No,No,,,Kph,,,,1983,10,3,1983,10,3,100,,700000,14000,714000,,,,,510000,1606239,31.75119967,,,2003-07-01,2023-09-25
1983-0153-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Tamil Nadu,,,No,No,No,,,Km2,,,,1983,12,,1983,12,,58,,,,,,,,,,,31.75119967,,,2003-07-01,2023-09-25
1983-0507-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,,,,No,No,No,,,Km2,,,,1983,9,,1983,9,,400,,,,,,,,,,,31.75119967,,,2003-07-01,2023-09-25
